2026-06-01T22:13:55.652617400,槓鈴臥推,1000.0,8,4,684
2026-06-01T22:14:21.463780900,槓鈴臥推,1000.0,8,4,684
2026-06-01T22:14:32.292540200,槓鈴臥推,1000.0,8,4,684
2026-06-01T22:15:47.620389600,槓鈴臥推,1000.0,8,4,684
2026-06-01T22:15:47.620389600,啞鈴二頭彎舉,12.0,12,3,67
2026-06-01T22:15:47.620389600,捲腹,0.0,20,3,50
2026-06-01T22:24:33.414258600,槓鈴臥推,1000.0,8,4,684
2026-06-01T22:24:33.414258600,啞鈴二頭彎舉,12.0,12,3,67
2026-06-01T22:24:33.414258600,捲腹,0.0,20,3,50
2026-06-01T22:24:33.415471800,機械夾背,40.0,10,1,81
2026-06-01T22:24:33.415471800,啞鈴保加利亞分腿蹲,40.0,10,1,81
2026-06-01T22:25:02.787867100,槓鈴臥推,1000.0,8,4,684
2026-06-01T22:25:02.787867100,啞鈴二頭彎舉,12.0,12,3,67
2026-06-01T22:25:02.787867100,捲腹,0.0,20,3,50
2026-06-01T22:25:02.787867100,機械夾背,40.0,10,1,81
2026-06-01T22:25:02.787867100,啞鈴保加利亞分腿蹲,40.0,10,1,81
2026-06-01T22:25:21.294983800,捲腹,0.0,20,3,50
2026-06-01T22:25:44.982592500,羽毛球 (單打),0.0,30,1,113
2026-06-01T22:29:08.723197700,排球,0.0,30,1,65
