2026-05-28T21:25:19.568853100,PUSH_UP,10,50
2026-05-28T21:25:34.738828400,PUSH_UP,100,500
2026-05-28T21:25:42.296106700,PUSH_UP,100,500
2026-05-28T21:25:43.764761500,PUSH_UP,100,500
2026-05-28T21:25:44.947835600,PUSH_UP,100,500
2026-05-28T21:25:51.648262200,PUSH_UP,100,500
2026-05-28T21:25:53.710985900,PUSH_UP,100,500
2026-05-28T21:25:55.215247200,PUSH_UP,100,500
2026-05-28T21:25:56.647472300,PUSH_UP,100,500
2026-05-28T21:25:58.398953500,PUSH_UP,100,500
2026-05-28T21:25:59.724167,PUSH_UP,100,500
2026-05-28T21:26:01.136535500,PUSH_UP,100,500
2026-05-28T21:26:08.525666200,PUSH_UP,100,500
2026-05-28T21:26:14.372300400,PUSH_UP,100,500
2026-05-28T21:26:15.979485100,PUSH_UP,100,500
2026-05-28T21:26:24.031154,PUSH_UP,103,515
2026-05-28T21:26:30.714218900,PUSH_UP,999,4995
2026-05-28T21:26:32.623984300,PUSH_UP,999,4995
2026-05-28T21:26:33.882541700,PUSH_UP,999,4995
2026-05-28T21:26:35.163163,PUSH_UP,999,4995
2026-05-28T21:26:36.501733800,PUSH_UP,999,4995
2026-05-28T21:26:37.832811500,PUSH_UP,999,4995
2026-05-28T21:26:39.417056600,PUSH_UP,999,4995
2026-05-28T21:26:40.689798900,PUSH_UP,999,4995
2026-05-28T21:26:42.021856900,PUSH_UP,999,4995
2026-05-29T17:00:23.017168700,PUSH_UP,10,50
